NIF,Razón social,Comunidad,Provincia,Localidad,Último año con cuentas,Tipos de cuentas,Sector Infocif,Estado
B06331615,ASESORIA SANTA MARINA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06267421,ASESORIA SEASA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06716187,ASESORIA TECNICA CAVA SL,Extremadura,Badajoz,Badajoz,0,,Productos electrónicos / eléctricos,-
B10234680,ASESORIA TECNICO AGRARIA PLACENTINA SL,Extremadura,Cáceres,Plasencia,0,Individuales,,-
B06575112,ASESORIA TECNICO-ECONOMICA CRESPO-CEBADA SLP,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
A10320547,ASESORIA TECONSA CACERES SA,Extremadura,Cáceres,Cáceres,0,Individuales,SERVICO DE COMIDA,-
B06054274,ASESORIA TOSCANO 1 SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06210991,ASESORIA TREMP SL,Extremadura,Badajoz,Fregenal de la Sierra,0,Individuales,,-
B10359479,ASESORIA VALLE DEL JERTE SL,Extremadura,Cáceres,Cabezuela del Valle,0,Individuales,Consultoría empresarial y otros,-
B10469369,ASESORIA VICEL SL,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B10420230,ASESORIA Y CONSTRUCCIONES IRMOBLA SL,Extremadura,Cáceres,Aldeanueva de la Vera,0,Individuales,Consultoría empresarial y otros,-
B06256051,ASESORIAS AMADOR MATA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06713937,ASESORLEX SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06580955,ASETEX INGENIEROS INSTALACIONES Y PROYECTOS SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Construcción y Desarrollo,-
B10461804,ASEVAEX MEDIACION SL,Extremadura,Cáceres,Hervás,0,Individuales,,-
B06458350,ASEVAL ASESORES SL,Extremadura,Badajoz,Berlanga,2019,Individuales,Consultoría empresarial y otros,-
B06701080,ASEVAL SEGUROS 2016 SL,Extremadura,Badajoz,Berlanga,0,Individuales,Seguros,-
B06700793,ASEVALEN2016 AGENCIA DE SEGUROS SL,Extremadura,Badajoz,Campillo de Llerena,0,Individuales,Seguros,-
B10430205,ASEVOLUTIC SLL,Extremadura,Cáceres,Plasencia,0,Individuales,Consultoría empresarial y otros,-
B06562540,ASEXTRIN SL,Extremadura,Badajoz,Olivenza,0,,Equipos y servicios comerciales,-
B06502959,ASFALTOS DE CACERES SL,Extremadura,Cáceres,Cáceres,0,,,-
A06136154,ASFALTOS LOS SANTOS SA,Extremadura,Badajoz,Badajoz,2019,"Individuales, Consolidadas",Metales no ferrosos / minerales,-
B10492742,ASFALTOS OLLETA FERVIAN SL,Extremadura,Cáceres,Cáceres,0,,Minoristas (excepto alimentos y medicamentos),-
A10034007,ASFALTOS Y AGLOMERADOS SANTANO SA,Extremadura,Cáceres,Cáceres,2019,Individuales,Utilities / Servicios de utilidad pública,-
B06276968,ASFALTOS Y HORMIGONES LA SIBERIA SL,Extremadura,Badajoz,Badajoz,0,,,-
B06580708,ASFINZA BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06500995,ASG BADAJOZ ASESORES FISCALES Y LEGALES SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06698443,ASHUKA 13 SL,Extremadura,Badajoz,Jerez de los Caballeros,0,Individuales,Intermediarios financieros,-
B06681290,ASI IBERICA IMPORT-EXPORT SL,Extremadura,Badajoz,Mérida,0,Individuales,Consultoría empresarial y otros,-
B06572366,ASIAN HOME CONCEPT SL,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
B06711683,ASIAN WORLD ENTERPRISE SL,Extremadura,Badajoz,Mérida,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10381770,ASICH TOPOGRAFIA Y CARTOGRAFIA SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06588289,ASICOM TELEFONIA SL,Extremadura,Badajoz,Zafra,0,Individuales,Construcción y Desarrollo,-
B97254130,ASINET SL,Extremadura,Badajoz,Badajoz,0,,,-
B06687545,ASINMO ASOCIADOS BELMAR SL,Extremadura,Badajoz,Mérida,0,Individuales,Inmobiliarias y similares,-
B06667802,ASINO MECANICA SL,Extremadura,Badajoz,Almendralejo,2016,Individuales,Equipos y servicios comerciales,-
B06368468,ASIPREX SL,Extremadura,Badajoz,Zafra,0,Individuales,,-
B06501670,ASISLUZ 2007 SL,Extremadura,Badajoz,Badajoz,0,,Utilities / Servicios de utilidad pública,-
B06426647,ASISTENCIA BASICA CORPORAL DE LA SALUD SL,Extremadura,Badajoz,Badajoz,0,Individuales,Cuidado de la salud,-
B10496743,ASISTENCIA CACERES SL,Extremadura,Cáceres,Cáceres,0,,Alojamiento y casinos,-
B06711832,ASISTENCIA CUIDARTEX SL,Extremadura,Badajoz,Don Benito,0,Individuales,Inmobiliarias y similares,-
B06602346,ASISTENCIA DEPORTIVA AS EVENTOS SL,Extremadura,Badajoz,Badajoz,0,,Gobierno / Estado,-
B10048015,ASISTENCIA DOMICILIARIA PLACENTINA SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B10175537,ASISTENCIA EN EL HOGAR INFOCA SL,Extremadura,Cáceres,Casar de Cáceres,0,,,-
B10465979,ASISTENCIA LA MARTINA SL,Extremadura,Cáceres,Hervás,0,Individuales,Utilities / Servicios de utilidad pública,-
B10178143,ASISTENCIA MEDICA SANITARIA CERES SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06744171,ASISTENCIA SANITARIA ARGAROT SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06724587,ASISTENCIA TECNICA BASTION SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06104731,ASISTENCIA TECNICA DE INGENIERIA CIVIL SL,Extremadura,Badajoz,Badajoz,0,,,-
B06749121,ASISTENCIA TECNICA Y DE APOYO LICANCABUR SL,Extremadura,Badajoz,Badajoz,0,,Consultoría empresarial y otros,-
B10326353,ASISTENCIA TOTAL ARQUITECTONICA SL,Extremadura,Cáceres,Cáceres,0,Individuales,Construcción y Desarrollo,-
B10249241,ASISTENCIA VETERINARIA INTEGRAL SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B10293199,ASISTENCIA Y LOGISTICA MARTIN DELGADO SL,Extremadura,Cáceres,Trujillo,0,Individuales,,-
B06758122,ASISTENCIAS OBRAS Y SERVICIOS INTEGRALES SL,Extremadura,Badajoz,Mérida,0,,Construcción y Desarrollo,-
B06714315,ASIZAN AGRO SL,Extremadura,Badajoz,Don Benito,0,Individuales,Inmobiliarias y similares,-
B10058428,ASLAFIS SL,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
A10254357,ASLOGISTICA SA,Extremadura,Cáceres,Cáceres,0,,,-
B06311005,ASESORIA FRANCISCO LAVADO SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Consultoría empresarial y otros,-
B39425673,ASESORIA FRANFER SL,Extremadura,Cáceres,Acebo,0,Individuales,,-
B06034136,ASESORIA GANADERA EXTREMEÑA SL,Extremadura,Badajoz,Zafra,0,Individuales,,-
B06217608,ASESORIA GARCIA-GONZALEZ SL,Extremadura,Badajoz,Jerez de los Caballeros,0,Individuales,,-
B06368237,ASESORIA GARLAN SLLP,Extremadura,Badajoz,Zafra,0,Individuales,,-
B10036770,ASESORIA GENERAL EXTREMEÑA SL,Extremadura,Cáceres,Coria,0,Individuales,,-
B06344733,ASESORIA GONZALEZ & ROSS SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06188114,ASESORIA HIPOLITO VAZQUEZ SL,Extremadura,Badajoz,Castuera,0,Individuales,,-
B06596217,ASESORIA IBERICA 32 SL,Extremadura,Badajoz,Badajoz,0,,Consultoría empresarial y otros,-
B06329577,ASESORIA IEMEX SL,Extremadura,Badajoz,Olivenza,0,Individuales,,-
B06460109,ASESORIA INMOBILIARIA GARCIA ORTIZ E HIJOS SL,Extremadura,Badajoz,Badajoz,0,,Inmobiliarias y similares,-
B06196216,ASESORIA INTEGRAL EXTREMEÑA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06391734,ASESORIA INTEGRAL SIGLO XXI SL,Extremadura,Badajoz,"Santos de Maimona, Los",0,Individuales,Consultoría empresarial y otros,-
B06302970,ASESORIA JAFESA SL,Extremadura,Badajoz,Don Benito,2016,Individuales,,-
B10202257,ASESORIA JALAMA SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06571780,ASESORIA JOSE MARIA GARCIA SL,Extremadura,Badajoz,Quintana de la Serena,0,Individuales,Consultoría empresarial y otros,-
B06234587,ASESORIA JURIDICO FISCAL VILLAFAINA & ALONSO SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06320493,ASESORIA LABORAL DE EMPRESAS JAVIER CASTRO SL,Extremadura,Badajoz,San Vicente de Alcántara,0,Individuales,,-
B06598916,ASESORIA LABORAL FISCAL JURIDICA MMB SL,Extremadura,Badajoz,Talarrubias,0,Individuales,Consultoría empresarial y otros,-
B06133284,ASESORIA LABORAL SL,Extremadura,Badajoz,Badajoz,0,,,-
B06274377,ASESORIA LABORAL VICENTE PRECIADO SL,Extremadura,Badajoz,Almendralejo,0,Individuales,,-
B06468573,ASESORIA LAS SIETE SILLAS SL,Extremadura,Badajoz,Mérida,0,,Consultoría empresarial y otros,-
B06317333,ASESORIA LLERENA SL,Extremadura,Badajoz,Llerena,0,Individuales,,-
B10385870,ASESORIA MALPARTIDA SL,Extremadura,Cáceres,Malpartida de Cáceres,0,Individuales,Consultoría empresarial y otros,-
A10024792,ASESORIA MEJIAS SAP,Extremadura,Cáceres,Cáceres,0,,,-
B10504405,ASESORIA MIAJADAS SL,Extremadura,Cáceres,Miajadas,0,,Consultoría empresarial y otros,-
B06413868,ASESORIA MILLAN AGUZA SLL,Extremadura,Badajoz,Llerena,0,Individuales,Consultoría empresarial y otros,-
B45282746,ASESORIA MIRANDA SL,Extremadura,Badajoz,Don Benito,0,,,-
F06401087,ASESORIA MOSAICO SC,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06501233,ASESORIA MUÑOZ AFICON SL,Extremadura,Badajoz,Don Benito,0,Individuales,Consultoría empresarial y otros,-
B06582837,ASESORIA MUÑOZ MENA SL,Extremadura,Badajoz,Don Benito,0,Individuales,Consultoría empresarial y otros,-
B06131833,ASESORIA MUÑOZ MIRANDA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06689079,ASESORIA ONLINE GRG SL,Extremadura,Badajoz,Zarza-Capilla,2017,Individuales,Consultoría empresarial y otros,-
B06553770,ASESORIA PANIAGUA SL,Extremadura,Badajoz,Alburquerque,0,Individuales,Consultoría empresarial y otros,-
B06560247,ASESORIA PORTUGAL SL,Extremadura,Badajoz,Badajoz,0,,Consultoría empresarial y otros,-
B10329761,ASESORIA PROCESADORES Y PLACAS CACERES SL,Extremadura,Cáceres,Cáceres,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06476865,ASESORIA QUINSERENA SL,Extremadura,Badajoz,Quintana de la Serena,0,Individuales,Consultoría empresarial y otros,-
B06241574,ASESORIA RAFAEL ROMERO SL,Extremadura,Badajoz,Villanueva de la Serena,0,Individuales,,-
B10204147,ASESORIA ROBLES PIZARRO SL,Extremadura,Cáceres,Jarandilla de la Vera,0,,,-
B06037139,ASESORIA ROIZ SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06218341,ASESORIA RUIZ BODION SL,Extremadura,Badajoz,Don Benito,0,Individuales,Inmobiliarias y similares,-
B06216204,ASESORIA SAINDEL SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B10376770,ASESORIA SALVADOR LUCAS Y ANA TELLO SLP,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B06331615,ASESORIA SANTA MARINA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06267421,ASESORIA SEASA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06716187,ASESORIA TECNICA CAVA SL,Extremadura,Badajoz,Badajoz,0,,Productos electrónicos / eléctricos,-
B10234680,ASESORIA TECNICO AGRARIA PLACENTINA SL,Extremadura,Cáceres,Plasencia,0,Individuales,,-
B06575112,ASESORIA TECNICO-ECONOMICA CRESPO-CEBADA SLP,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
A10320547,ASESORIA TECONSA CACERES SA,Extremadura,Cáceres,Cáceres,0,Individuales,SERVICO DE COMIDA,-
B06054274,ASESORIA TOSCANO 1 SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06210991,ASESORIA TREMP SL,Extremadura,Badajoz,Fregenal de la Sierra,0,Individuales,,-
B10359479,ASESORIA VALLE DEL JERTE SL,Extremadura,Cáceres,Cabezuela del Valle,0,Individuales,Consultoría empresarial y otros,-
B10469369,ASESORIA VICEL SL,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B10420230,ASESORIA Y CONSTRUCCIONES IRMOBLA SL,Extremadura,Cáceres,Aldeanueva de la Vera,0,Individuales,Consultoría empresarial y otros,-
B06256051,ASESORIAS AMADOR MATA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06713937,ASESORLEX SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06580955,ASETEX INGENIEROS INSTALACIONES Y PROYECTOS SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Construcción y Desarrollo,-
B10461804,ASEVAEX MEDIACION SL,Extremadura,Cáceres,Hervás,0,Individuales,,-
B06458350,ASEVAL ASESORES SL,Extremadura,Badajoz,Berlanga,2019,Individuales,Consultoría empresarial y otros,-
B06701080,ASEVAL SEGUROS 2016 SL,Extremadura,Badajoz,Berlanga,0,Individuales,Seguros,-
B06700793,ASEVALEN2016 AGENCIA DE SEGUROS SL,Extremadura,Badajoz,Campillo de Llerena,0,Individuales,Seguros,-
B10430205,ASEVOLUTIC SLL,Extremadura,Cáceres,Plasencia,0,Individuales,Consultoría empresarial y otros,-
B06562540,ASEXTRIN SL,Extremadura,Badajoz,Olivenza,0,,Equipos y servicios comerciales,-
B06502959,ASFALTOS DE CACERES SL,Extremadura,Cáceres,Cáceres,0,,,-
A06136154,ASFALTOS LOS SANTOS SA,Extremadura,Badajoz,Badajoz,2019,"Individuales, Consolidadas",Metales no ferrosos / minerales,-
B10492742,ASFALTOS OLLETA FERVIAN SL,Extremadura,Cáceres,Cáceres,0,,Minoristas (excepto alimentos y medicamentos),-
A10034007,ASFALTOS Y AGLOMERADOS SANTANO SA,Extremadura,Cáceres,Cáceres,2019,Individuales,Utilities / Servicios de utilidad pública,-
B06276968,ASFALTOS Y HORMIGONES LA SIBERIA SL,Extremadura,Badajoz,Badajoz,0,,,-
B06580708,ASFINZA BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06500995,ASG BADAJOZ ASESORES FISCALES Y LEGALES SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06698443,ASHUKA 13 SL,Extremadura,Badajoz,Jerez de los Caballeros,0,Individuales,Intermediarios financieros,-
B06681290,ASI IBERICA IMPORT-EXPORT SL,Extremadura,Badajoz,Mérida,0,Individuales,Consultoría empresarial y otros,-
B06572366,ASIAN HOME CONCEPT SL,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
B06711683,ASIAN WORLD ENTERPRISE SL,Extremadura,Badajoz,Mérida,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B10381770,ASICH TOPOGRAFIA Y CARTOGRAFIA SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06588289,ASICOM TELEFONIA SL,Extremadura,Badajoz,Zafra,0,Individuales,Construcción y Desarrollo,-
B97254130,ASINET SL,Extremadura,Badajoz,Badajoz,0,,,-
B06687545,ASINMO ASOCIADOS BELMAR SL,Extremadura,Badajoz,Mérida,0,Individuales,Inmobiliarias y similares,-
B06667802,ASINO MECANICA SL,Extremadura,Badajoz,Almendralejo,2016,Individuales,Equipos y servicios comerciales,-
B06368468,ASIPREX SL,Extremadura,Badajoz,Zafra,0,Individuales,,-
B06501670,ASISLUZ 2007 SL,Extremadura,Badajoz,Badajoz,0,,Utilities / Servicios de utilidad pública,-
B06426647,ASISTENCIA BASICA CORPORAL DE LA SALUD SL,Extremadura,Badajoz,Badajoz,0,Individuales,Cuidado de la salud,-
B10496743,ASISTENCIA CACERES SL,Extremadura,Cáceres,Cáceres,0,,Alojamiento y casinos,-
B06711832,ASISTENCIA CUIDARTEX SL,Extremadura,Badajoz,Don Benito,0,Individuales,Inmobiliarias y similares,-
B06602346,ASISTENCIA DEPORTIVA AS EVENTOS SL,Extremadura,Badajoz,Badajoz,0,,Gobierno / Estado,-
B10048015,ASISTENCIA DOMICILIARIA PLACENTINA SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B10175537,ASISTENCIA EN EL HOGAR INFOCA SL,Extremadura,Cáceres,Casar de Cáceres,0,,,-
B10465979,ASISTENCIA LA MARTINA SL,Extremadura,Cáceres,Hervás,0,Individuales,Utilities / Servicios de utilidad pública,-
B10178143,ASISTENCIA MEDICA SANITARIA CERES SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06744171,ASISTENCIA SANITARIA ARGAROT SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06724587,ASISTENCIA TECNICA BASTION SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06104731,ASISTENCIA TECNICA DE INGENIERIA CIVIL SL,Extremadura,Badajoz,Badajoz,0,,,-
B06749121,ASISTENCIA TECNICA Y DE APOYO LICANCABUR SL,Extremadura,Badajoz,Badajoz,0,,Consultoría empresarial y otros,-
B10326353,ASISTENCIA TOTAL ARQUITECTONICA SL,Extremadura,Cáceres,Cáceres,0,Individuales,Construcción y Desarrollo,-
B10249241,ASISTENCIA VETERINARIA INTEGRAL SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B10293199,ASISTENCIA Y LOGISTICA MARTIN DELGADO SL,Extremadura,Cáceres,Trujillo,0,Individuales,,-
B06758122,ASISTENCIAS OBRAS Y SERVICIOS INTEGRALES SL,Extremadura,Badajoz,Mérida,0,,Construcción y Desarrollo,-
B06714315,ASIZAN AGRO SL,Extremadura,Badajoz,Don Benito,0,Individuales,Inmobiliarias y similares,-
B10058428,ASLAFIS SL,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
A10254357,ASLOGISTICA SA,Extremadura,Cáceres,Cáceres,0,,,-
B06311005,ASESORIA FRANCISCO LAVADO SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Consultoría empresarial y otros,-
B39425673,ASESORIA FRANFER SL,Extremadura,Cáceres,Acebo,0,Individuales,,-
B06034136,ASESORIA GANADERA EXTREMEÑA SL,Extremadura,Badajoz,Zafra,0,Individuales,,-
B06217608,ASESORIA GARCIA-GONZALEZ SL,Extremadura,Badajoz,Jerez de los Caballeros,0,Individuales,,-
B06368237,ASESORIA GARLAN SLLP,Extremadura,Badajoz,Zafra,0,Individuales,,-
B10036770,ASESORIA GENERAL EXTREMEÑA SL,Extremadura,Cáceres,Coria,0,Individuales,,-
B06344733,ASESORIA GONZALEZ & ROSS SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06188114,ASESORIA HIPOLITO VAZQUEZ SL,Extremadura,Badajoz,Castuera,0,Individuales,,-
B06596217,ASESORIA IBERICA 32 SL,Extremadura,Badajoz,Badajoz,0,,Consultoría empresarial y otros,-
B06329577,ASESORIA IEMEX SL,Extremadura,Badajoz,Olivenza,0,Individuales,,-
B06460109,ASESORIA INMOBILIARIA GARCIA ORTIZ E HIJOS SL,Extremadura,Badajoz,Badajoz,0,,Inmobiliarias y similares,-
B06196216,ASESORIA INTEGRAL EXTREMEÑA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06391734,ASESORIA INTEGRAL SIGLO XXI SL,Extremadura,Badajoz,"Santos de Maimona, Los",0,Individuales,Consultoría empresarial y otros,-
B06302970,ASESORIA JAFESA SL,Extremadura,Badajoz,Don Benito,2016,Individuales,,-
B10202257,ASESORIA JALAMA SL,Extremadura,Cáceres,Cáceres,0,Individuales,,-
B06571780,ASESORIA JOSE MARIA GARCIA SL,Extremadura,Badajoz,Quintana de la Serena,0,Individuales,Consultoría empresarial y otros,-
B06234587,ASESORIA JURIDICO FISCAL VILLAFAINA & ALONSO SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06320493,ASESORIA LABORAL DE EMPRESAS JAVIER CASTRO SL,Extremadura,Badajoz,San Vicente de Alcántara,0,Individuales,,-
B06598916,ASESORIA LABORAL FISCAL JURIDICA MMB SL,Extremadura,Badajoz,Talarrubias,0,Individuales,Consultoría empresarial y otros,-
B06133284,ASESORIA LABORAL SL,Extremadura,Badajoz,Badajoz,0,,,-
B06274377,ASESORIA LABORAL VICENTE PRECIADO SL,Extremadura,Badajoz,Almendralejo,0,Individuales,,-
B06468573,ASESORIA LAS SIETE SILLAS SL,Extremadura,Badajoz,Mérida,0,,Consultoría empresarial y otros,-
B06317333,ASESORIA LLERENA SL,Extremadura,Badajoz,Llerena,0,Individuales,,-
B10385870,ASESORIA MALPARTIDA SL,Extremadura,Cáceres,Malpartida de Cáceres,0,Individuales,Consultoría empresarial y otros,-
A10024792,ASESORIA MEJIAS SAP,Extremadura,Cáceres,Cáceres,0,,,-
B10504405,ASESORIA MIAJADAS SL,Extremadura,Cáceres,Miajadas,0,,Consultoría empresarial y otros,-
B06413868,ASESORIA MILLAN AGUZA SLL,Extremadura,Badajoz,Llerena,0,Individuales,Consultoría empresarial y otros,-
B45282746,ASESORIA MIRANDA SL,Extremadura,Badajoz,Don Benito,0,,,-
F06401087,ASESORIA MOSAICO SC,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06501233,ASESORIA MUÑOZ AFICON SL,Extremadura,Badajoz,Don Benito,0,Individuales,Consultoría empresarial y otros,-
B06582837,ASESORIA MUÑOZ MENA SL,Extremadura,Badajoz,Don Benito,0,Individuales,Consultoría empresarial y otros,-
B06131833,ASESORIA MUÑOZ MIRANDA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06689079,ASESORIA ONLINE GRG SL,Extremadura,Badajoz,Zarza-Capilla,2017,Individuales,Consultoría empresarial y otros,-
B06553770,ASESORIA PANIAGUA SL,Extremadura,Badajoz,Alburquerque,0,Individuales,Consultoría empresarial y otros,-
B06560247,ASESORIA PORTUGAL SL,Extremadura,Badajoz,Badajoz,0,,Consultoría empresarial y otros,-
B10329761,ASESORIA PROCESADORES Y PLACAS CACERES SL,Extremadura,Cáceres,Cáceres,0,Individuales,Minoristas (excepto alimentos y medicamentos),-
B06476865,ASESORIA QUINSERENA SL,Extremadura,Badajoz,Quintana de la Serena,0,Individuales,Consultoría empresarial y otros,-
B06241574,ASESORIA RAFAEL ROMERO SL,Extremadura,Badajoz,Villanueva de la Serena,0,Individuales,,-
B10204147,ASESORIA ROBLES PIZARRO SL,Extremadura,Cáceres,Jarandilla de la Vera,0,,,-
B06037139,ASESORIA ROIZ SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06218341,ASESORIA RUIZ BODION SL,Extremadura,Badajoz,Don Benito,0,Individuales,Inmobiliarias y similares,-
B06216204,ASESORIA SAINDEL SL,Extremadura,Badajoz,Mérida,0,Individuales,,-
B10376770,ASESORIA SALVADOR LUCAS Y ANA TELLO SLP,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B06331615,ASESORIA SANTA MARINA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06267421,ASESORIA SEASA SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06716187,ASESORIA TECNICA CAVA SL,Extremadura,Badajoz,Badajoz,0,,Productos electrónicos / eléctricos,-
B10234680,ASESORIA TECNICO AGRARIA PLACENTINA SL,Extremadura,Cáceres,Plasencia,0,Individuales,,-
B06575112,ASESORIA TECNICO-ECONOMICA CRESPO-CEBADA SLP,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
A10320547,ASESORIA TECONSA CACERES SA,Extremadura,Cáceres,Cáceres,0,Individuales,SERVICO DE COMIDA,-
B06054274,ASESORIA TOSCANO 1 SL,Extremadura,Badajoz,Badajoz,0,Individuales,,-
B06210991,ASESORIA TREMP SL,Extremadura,Badajoz,Fregenal de la Sierra,0,Individuales,,-
B10359479,ASESORIA VALLE DEL JERTE SL,Extremadura,Cáceres,Cabezuela del Valle,0,Individuales,Consultoría empresarial y otros,-
B10469369,ASESORIA VICEL SL,Extremadura,Cáceres,Cáceres,0,Individuales,Consultoría empresarial y otros,-
B10420230,ASESORIA Y CONSTRUCCIONES IRMOBLA SL,Extremadura,Cáceres,Aldeanueva de la Vera,0,Individuales,Consultoría empresarial y otros,-
B06256051,ASESORIAS AMADOR MATA SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06713937,ASESORLEX SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06580955,ASETEX INGENIEROS INSTALACIONES Y PROYECTOS SL,Extremadura,Badajoz,Almendralejo,0,Individuales,Construcción y Desarrollo,-
B10461804,ASEVAEX MEDIACION SL,Extremadura,Cáceres,Hervás,0,Individuales,,-
B06458350,ASEVAL ASESORES SL,Extremadura,Badajoz,Berlanga,2019,Individuales,Consultoría empresarial y otros,-
B06701080,ASEVAL SEGUROS 2016 SL,Extremadura,Badajoz,Berlanga,0,Individuales,Seguros,-
B06700793,ASEVALEN2016 AGENCIA DE SEGUROS SL,Extremadura,Badajoz,Campillo de Llerena,0,Individuales,Seguros,-
B10430205,ASEVOLUTIC SLL,Extremadura,Cáceres,Plasencia,0,Individuales,Consultoría empresarial y otros,-
B06562540,ASEXTRIN SL,Extremadura,Badajoz,Olivenza,0,,Equipos y servicios comerciales,-
B06502959,ASFALTOS DE CACERES SL,Extremadura,Cáceres,Cáceres,0,,,-
A06136154,ASFALTOS LOS SANTOS SA,Extremadura,Badajoz,Badajoz,2019,"Individuales, Consolidadas",Metales no ferrosos / minerales,-
B10492742,ASFALTOS OLLETA FERVIAN SL,Extremadura,Cáceres,Cáceres,0,,Minoristas (excepto alimentos y medicamentos),-
A10034007,ASFALTOS Y AGLOMERADOS SANTANO SA,Extremadura,Cáceres,Cáceres,2019,Individuales,Utilities / Servicios de utilidad pública,-
B06276968,ASFALTOS Y HORMIGONES LA SIBERIA SL,Extremadura,Badajoz,Badajoz,0,,,-
B06580708,ASFINZA BADAJOZ SL,Extremadura,Badajoz,Badajoz,0,Individuales,"Agentes, Comerciantes y Casas de inversión",-
B06500995,ASG BADAJOZ ASESORES FISCALES Y LEGALES SL,Extremadura,Badajoz,Badajoz,0,Individuales,Consultoría empresarial y otros,-
B06698443,ASHUKA 13 SL,Extremadura,Badajoz,Jerez de los Caballeros,0,Individuales,Intermediarios financieros,-
B06681290,ASI IBERICA IMPORT-EXPORT SL,Extremadura,Badajoz,Mérida,0,Individuales,Consultoría empresarial y otros,-
B06572366,ASIAN HOME CONCEPT SL,Extremadura,Badajoz,Badajoz,0,,Minoristas (excepto alimentos y medicamentos),-
